#Sección,b,Dirección General,d,Grupo de Función,f,Función,h,Programa,j,Capítulo,l,Artículo,n,o,Concepto,Subconcepto,r,Obligado
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,126E,ORDENACIÓN DEL JUEGO,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,40363.82
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,126E,ORDENACIÓN DEL JUEGO,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,3422.08
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,126E,ORDENACIÓN DEL JUEGO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22602,Divulgación y campañas institucionales,
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,126E,ORDENACIÓN DEL JUEGO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,35872.34
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,366615.36
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,355546.43
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,128564.91
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,304903.2
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12007,Func interinos temporales,38048.63
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,254243.36
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12009,Sustituciones,2718.97
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,723330.0
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,1271224.41
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,9254.48
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12107,Funcionarios interinos para programas te,50496.08
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12109,Sustituciones,3072.68
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,34808.99
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,838818.06
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,51356.44
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",216,Equip procesos informac,21600,Equip procesos informac,10400.26
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22001,"Prensa, revistas, libros",13644.96
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22002,Material informát no inv,287.38
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22107,Impresos y efectos timbr,7107.59
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22109,Otros suministros,407.86
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22605,Remun agentes med indep,4547509.8
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",1578.61
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22610,Indemnizaciones stcs y resoluciones adm,24291.73
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22615,Otras actuaciones de divulgación y promo,198014.93
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22702,Valoraciones y peritajes,9361.7
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,20668.03
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22709,Otros,71.5
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1506,DIRECCIÓN G. DE TRIBUTOS Y ORDENACIÓN DE,6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,613A,GESTIÓN TRIBUTARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22782,Serv carácter informático,
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,93322.22
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,14844.27
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,11642.0
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,6414.48
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,32649.0
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,93137.7
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,190636.0
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,2565.19
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,17625.47
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,80261.87
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,21711.82
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",4253.3
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,70663.11
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,61,REGULACIÓN ECONÓMICA,612E,ECONOMÍA Y GESTIÓN DE FONDOS EUROPEOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23000,A personal funcionario,530.2
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,38263.68
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,54737.36
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,25921.87
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,21771.92
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,47900.29
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,48084.74
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,106964.61
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,208578.73
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,1499.67
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,3060.24
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,111865.15
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,423.5
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22109,Otros suministros,26.44
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,15000.0
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22709,Otros,254.2
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1507,"D.G. POLÍTICA FINANCIERA, TESORERÍA Y CO",6,REGULACIÓN ECONÓMICA DE CARÁCTER GENERAL,63,REGULACIÓN FINANCIERA,631A,GESTIÓN FINANCIERA,3,GASTOS FINANCIEROS,33,"DEPÓSITOS, FIANZAS, OTROS",339,Otros gastos financieros,33910,Otros gastos financieros. Stcs judiciale,
15,"HACIENDA, ADMINISTR. PÚBLICAS Y TRANSF.",1508,DIRECCIÓN GENERAL DE LA FUNCIÓN PÚBLICA,1,SERVICIOS DE CARÁCTER GENERAL,12,ADMINISTRACIÓN GENERAL,121B,ADMINISTRACIÓN DE LA FUNCIÓN PÚBLICA,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,38263.68
