#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,G. Función,Des. G. Función,i,j,Programa,Des. Programa,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Proyecto,Des. Proyecto,Presupuesto  - 2024
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,620,"Edificios, terrenos y otras construcciones",62000,Edificios y otras construcciones,G/313C/62000,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR22I1293,VIV APOYO A PERS CON DISCAPACI TORRIJOS,3900000
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,620,"Edificios, terrenos y otras construcciones",62000,Edificios y otras construcciones,G/313C/62000,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR22I1058,VIVIENDAS PARA PERSONAS CON DISCAPACI GU,2514340
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,621,"Maquinaria, instalaciones y utillaje",62101,Instalaciones técnicas,G/313C/62101,FPA0099014,COFINANCIACIÓN REGIONAL MRR,JCCM/MRR07I1329,INST FOTOVOLTAICAS C.R.D. GUADIANA I,57670
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,621,"Maquinaria, instalaciones y utillaje",62101,Instalaciones técnicas,G/313C/62101,FPA0099014,COFINANCIACIÓN REGIONAL MRR,JCCM/MRR07I1330,INST FOTOVOLTAICAS C.R.D. GUADIANA II,67790
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,621,"Maquinaria, instalaciones y utillaje",62101,Instalaciones técnicas,G/313C/62101,FPA0099014,COFINANCIACIÓN REGIONAL MRR,JCCM/MRR07I1328,INST FOTOVOLTAICAS CADIG ALBATROS,70230
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,621,"Maquinaria, instalaciones y utillaje",62101,Instalaciones técnicas,G/313C/62101,FPA0099014,COFINANCIACIÓN REGIONAL MRR,JCCM/MRR07I1331,INST FOTOVOLTAICAS CADIG CRISOL,72610
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATI,621,"Maquinaria, instalaciones y utillaje",62101,Instalaciones técnicas,G/313C/62101,FPA0099014,COFINANCIACIÓN REGIONAL MRR,JCCM/MRR07I1332,INST FOTOVOLTAICAS R. NTRA SRA SALUD,113250
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,G/313C/63000,FPA0090014,MECANISMO RECUPERACIÓN Y RESILIENCIA. UE,JCCM/MRR22I1208,REHABI 7 VIV PERSONAS CON DISC GUADIANA,2500000
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,633,Mobiliario y enseres,63300,Mobiliario y enseres,G/313C/63300,,,JCCM/2742160060,INFR. Y EQUIP. C. SOC. PERS CON DISCA CU,200000
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,633,Mobiliario y enseres,63300,Mobiliario y enseres,G/313C/63300,,,JCCM/2742190060,INFR. Y EQUIP. CENT. SOC. PER CON DIS GU,200000
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,633,Mobiliario y enseres,63300,Mobiliario y enseres,G/313C/63300,,,JCCM/2742450060,INFR. Y EQUIP. CENT. SOC. PER CON DIS TO,200000
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,633,Mobiliario y enseres,63300,Mobiliario y enseres,G/313C/63300,,,JCCM/2742130060,INFRAES. Y EQUIP. CENT PERS CON DISCA CR,200000
27,BIENESTAR SOCIAL,2708,DIRECCIÓN GENERAL DE DISCAPACIDAD,27080000,DIRECCIÓN GENERAL DE DISCAPACIDAD,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313C,ATENCIÓN A LAS PERSONAS CON DISCAPACIDAD,6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNCIONAMIENTO,633,Mobiliario y enseres,63300,Mobiliario y enseres,G/313C/63300,,,JCCM/0000021792,INFRAEST. Y EQUIP. CENTROS DISCAP. AB,200000
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retribuc básicas y otras remunerac altos cargos,10000,Retribuciones básicas,G/312A/10000,,,,,76940
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12000,Sueldos del Grupo A1 y Grupo A,G/312A/12000,,,,,436910
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12001,Sueldos del Grupo A2 y Grupo B,G/312A/12001,,,,,184420
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12002,Sueldos del Grupo C1 y Grupo C,G/312A/12002,,,,,258940
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12003,Sueldos del Grupo C2 y Grupo D,G/312A/12003,,,,,9980
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12007,Funcionarios interinos para programas temporales,G/312A/12007,0000000564,Inclusión Social en el marco del PRTR,,,647820
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12008,Antigüedad,G/312A/12008,,,,,229020
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12009,Sustituciones,G/312A/12009,,,,,12000
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12100,Complemento de destino,G/312A/12100,,,,,490570
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12101,Complementos específicos,G/312A/12101,,,,,807320
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12107,Funcionarios interinos para programas temporales,G/312A/12107,0000000564,Inclusión Social en el marco del PRTR,,,831330
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12109,Sustituciones,G/312A/12109,,,,,12500
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",160,Cuotas sociales,16000,Seguridad Social,G/312A/16000,,,,,588270
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",160,Cuotas sociales,16000,Seguridad Social,G/312A/16000,0000000564,Inclusión Social en el marco del PRTR,,,380140
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACIÓN",215,Mobiliario y enseres,21500,Mobiliario y enseres,G/312A/21500,,,,,10500
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",220,Material de oficina,22000,Ordinario no inventariable,G/312A/22000,,,,,14000
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",220,Material de oficina,22002,Material informático no inventariable,G/312A/22002,,,,,3000
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22606,"Reuniones, conferencias y cursos",G/312A/22606,,,,,1000
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22611,Compensación gastos de representación,G/312A/22611,,,,,500
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22615,Otras actuaciones de divulgación y promoción insti,G/312A/22615,,,,,300
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACIONES POR RAZÓN DEL SERVICIO,230,Dietas y locomoción,23000,A personal funcionario y no laboral,G/312A/23000,,,,,1000
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,480,A familias e instituciones sin fin de lucro,48000,A familias e instituciones sin fin de lucro,G/312A/48000,0000000595,"Programas Interés General 0,7% IRPF. AGE",JCCM/0000025631,PROGR. INTERÉS GENERAL 0.7% IRPF 2024,17288120
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,480,A familias e instituciones sin fin de lucro,48053,Garantías: Cruz Roja Española. Pobreza Energética,G/312A/48053,,,JCCM/0000025630,POBREZA ENERGÉTICA 2024,500000
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,480,A familias e instituciones sin fin de lucro,48070,Fomento y apoyo al Tercer Sector social,G/312A/48070,,,JCCM/0000025629,SUBVENCION MESA TSCLM 2024,460000
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,481,En materia de promoción y protección social,48118,Garantías ciudadan: Prest económicas sist serv soc,G/312A/48118,,,JCCM/0000025626,AYUDAS CONDIC. BÁSICAS VIDA 2024,500000
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,481,En materia de promoción y protección social,48118,Garantías ciudadan: Prest económicas sist serv soc,G/312A/48118,,,JCCM/0000025628,AYUDAS EMERGENCIA SOCIAL 2024,7510060
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,481,En materia de promoción y protección social,48118,Garantías ciudadan: Prest económicas sist serv soc,G/312A/48118,,,JCCM/0000025625,AYUDAS FAMILIAS NUMEROSAS 2024,6590000
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,481,En materia de promoción y protección social,48118,Garantías ciudadan: Prest económicas sist serv soc,G/312A/48118,0000000575,Lucha contra la pobreza infantil. AGE,JCCM/0000025628,AYUDAS EMERGENCIA SOCIAL 2024,3594580
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,481,En materia de promoción y protección social,4811J,Garantías ciudadanas: Renta garantizada,G/312A/4811J,,,JCCM/0000025627,INGRESO MÍNIMO SOLIDARIDAD 2024,3304230
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,780,A familias e instituciones sin fin de lucro,78000,A familias e instituciones sin fin de lucro,G/312A/78000,0000000595,"Programas Interés General 0,7% IRPF. AGE",JCCM/0000025631,PROGR. INTERÉS GENERAL 0.7% IRPF 2024,338640
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,312A,PENSIONES Y PRESTACIONES ASISTENCIALES,7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,781,En materia de promoción y protección social,78174,Ayudas adecuación vivienda,G/312A/78174,,,JCCM/0000025628,AYUDAS EMERGENCIA SOCIAL 2024,200000
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313F,COOPERACIÓN AL DESARROLLO,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12000,Sueldos del Grupo A1 y Grupo A,G/313F/12000,,,,,69910
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313F,COOPERACIÓN AL DESARROLLO,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12001,Sueldos del Grupo A2 y Grupo B,G/313F/12001,,,,,30740
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313F,COOPERACIÓN AL DESARROLLO,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12002,Sueldos del Grupo C1 y Grupo C,G/313F/12002,,,,,11770
27,BIENESTAR SOCIAL,2712,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,27120000,VICECONSEJERÍA DE SERV. Y PRESTACIONES SOCIALES,3,"SEGURIDAD, PROTECCIÓN Y PROMOCIÓN SOCIAL",,,313F,COOPERACIÓN AL DESARROLLO,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12008,Antigüedad,G/313F/12008,,,,,20290
